Integration File,Start Date Time,Status,Description,End Date Time,Duration in Seconds,Rows Updated,Rows Created
eloqua_accounts.py,2021-09-16 14:41:11.975936,Pass,Successful Run,2021-09-16 14:41:18.105755,6.129819,27,0
eloqua_bounceback.py,2021-09-16 14:41:18.108756,Pass,Successful Run,2021-09-16 14:41:23.195607,5.086851,21,0
eloqua_contacts.py,2021-09-16 14:41:23.197610,Pass,Successful Run,2021-09-16 14:41:31.309330,8.11172,1066,2
eloqua_emailclickthrough.py,2021-09-16 14:41:31.312333,Pass,Successful Run,2021-09-16 14:41:37.324155,6.011822,531,2
eloqua_emailopen.py,2021-09-16 14:41:37.326160,Pass,Successful Run,2021-09-16 14:42:05.600332,28.274172,20063,111
eloqua_emailsend.py,2021-09-16 14:42:05.602333,Pass,Successful Run,2021-09-16 14:43:17.425208,71.822875,73023,1
eloqua_formsubmit.py,2021-09-16 14:43:17.427210,Pass,Successful Run,2021-09-16 14:43:24.607003,7.179793,300,3
eloqua_pageview.py,2021-09-16 14:43:24.609005,Pass,Successful Run,2021-09-16 14:43:32.452765,7.84376,2854,35
eloqua_subscribe.py,2021-09-16 14:43:32.454772,Pass,Successful Run,2021-09-16 14:43:37.718622,5.26385,328,1
eloqua_unsubscribe.py,2021-09-16 14:43:37.720624,Pass,Successful Run,2021-09-16 14:43:43.239481,5.518857,328,1
eloqua_webvisit.py,2021-09-16 14:43:43.241488,Pass,Successful Run,2021-09-16 14:43:48.973301,5.731813,905,7
salesforce_account.py,2021-09-16 14:43:49.144307,Pass,Successful Run,2021-09-16 14:43:53.725150,4.580843,143,0
salesforce_campaign.py,2021-09-16 14:43:53.727154,Pass,Successful Run,2021-09-16 14:43:58.323997,4.596843,236,0
salesforce_campaignmember.py,2021-09-16 14:43:58.325000,Pass,Successful Run,2021-09-16 14:44:42.541704,44.216704,41325,1
salesforce_case.py,2021-09-16 14:44:42.543712,Pass,Successful Run,2021-09-16 14:45:03.457087,20.913375,8404,12
salesforce_contact.py,2021-09-16 14:45:03.459090,Pass,Successful Run,2021-09-16 14:45:27.925382,24.466292,8945,6
salesforce_event.py,2021-09-16 14:45:27.928383,Pass,Successful Run,2021-09-16 14:45:33.290198,5.361815,703,0
salesforce_lead.py,2021-09-16 14:45:33.292204,Pass,Successful Run,2021-09-16 14:45:37.639084,4.34688,646,1
salesforce_opportunity.py,2021-09-16 14:45:37.640087,Pass,Successful Run,2021-09-16 14:45:44.589877,6.94979,1372,0
salesforce_recordtype.py,2021-09-16 14:45:44.591879,Pass,Successful Run,2021-09-16 14:45:48.583760,3.991881,116,0
salesforce_task.py,2021-09-16 14:45:48.585761,Pass,Successful Run,2021-09-16 14:46:11.636081,23.05032,16119,46
salesforce_user.py,2021-09-16 14:46:11.638089,Pass,Successful Run,2021-09-16 14:48:22.257443,130.619354,126543,1
