Integration File,Start Date Time,Status,Description,End Date Time,Duration in Seconds,Rows Updated,Rows Created
eloqua_accounts.py,2021-12-22 12:49:49.260160,Pass,Successful Run,2021-12-22 12:50:06.286956,17.026796,280,88
eloqua_bounceback.py,2021-12-22 12:49:48,Fail,"(psycopg2.errors.DuplicateTable) relation ""t_eloqua_bounceback"" already exists

[SQL: CREATE TABLE customer360.t_eloqua_bounceback AS (SELECT * FROM customer360.s_eloqua_bounceback WHERE 1=2);]
(Background on this error at: http://sqlalche.me/e/f405)",2021-12-22 12:49:48,0,0,0
eloqua_contacts.py,2021-12-22 12:50:11.146294,Pass,Successful Run,2021-12-22 12:50:34.880365,23.734071,3718,807
eloqua_emailclickthrough.py,2021-12-22 12:50:34.896025,Pass,Successful Run,2021-12-22 12:50:56.536401,21.640376,587,789
eloqua_emailopen.py,2021-12-22 12:50:56.552027,Pass,Successful Run,2021-12-22 12:52:32.910334,96.358307,21971,27460
eloqua_emailsend.py,2021-12-22 12:52:32.925959,Pass,Successful Run,2021-12-22 12:56:48.219978,255.294019,92604,77400
eloqua_formsubmit.py,2021-12-22 12:56:48.235612,Pass,Successful Run,2021-12-22 12:57:18.844601,30.608989,1236,1415
eloqua_pageview.py,2021-12-22 12:57:18.860264,Pass,Successful Run,2021-12-22 12:58:01.047277,42.187013,7930,8782
eloqua_subscribe.py,2021-12-22 12:58:01.078547,Pass,Successful Run,2021-12-22 12:58:13.703379,12.624832,538,730
eloqua_unsubscribe.py,2021-12-22 12:58:13.719023,Pass,Successful Run,2021-12-22 12:58:21.390779,7.671756,538,730
eloqua_webvisit.py,2021-12-22 12:58:21.406432,Pass,Successful Run,2021-12-22 12:59:58.686593,97.280161,2579,3307
salesforce_account.py,2021-12-22 12:59:59.063209,Pass,Successful Run,2021-12-22 13:00:22.405051,23.341842,330,77
salesforce_campaign.py,2021-12-22 13:00:22.420707,Pass,Successful Run,2021-12-22 13:00:41.811073,19.390366,244,24
salesforce_campaignmember.py,2021-12-22 13:00:41.826748,Pass,Successful Run,2021-12-22 13:01:40.966671,59.139923,3744,18268
salesforce_case.py,2021-12-22 13:01:40.982340,Pass,Successful Run,2021-12-22 13:02:16.544422,35.562082,5546,1976
salesforce_contact.py,2021-12-22 13:02:16.560059,Pass,Successful Run,2021-12-22 13:03:11.778196,55.218137,10032,436
salesforce_event.py,2021-12-22 13:03:11.793822,Pass,Successful Run,2021-12-22 13:03:43.074693,31.280871,129,218
salesforce_lead.py,2021-12-22 13:03:43.090362,Pass,Successful Run,2021-12-22 13:03:55.152718,12.062356,1522,426
salesforce_opportunity.py,2021-12-22 13:03:55.152718,Pass,Successful Run,2021-12-22 13:07:58.322745,243.170027,68997,31
salesforce_recordtype.py,2021-12-22 13:07:58.338351,Pass,Successful Run,2021-12-22 13:08:15.682136,17.343785,118,0
salesforce_task.py,2021-12-22 13:08:15.697762,Pass,Successful Run,2021-12-22 13:08:46.197821,30.500059,2147,10827
salesforce_user.py,2021-12-22 13:08:46.213447,Pass,Successful Run,2021-12-22 13:11:00.339236,134.125789,127154,55
