Integration File,Start Date Time,Status,Description,End Date Time,Duration in Seconds,Rows Updated,Rows Created
eloqua_accounts.py,2021-10-07 15:28:57.873423,Pass,Successful Run,2021-10-07 15:29:04.950016,7.076593,30,18
eloqua_bounceback.py,2021-10-07 15:29:04.982635,Pass,Successful Run,2021-10-07 15:29:09.966896,4.984261,1,9
eloqua_contacts.py,2021-10-07 15:29:09.966896,Pass,Successful Run,2021-10-07 15:29:30.466438,20.499542,9504,25
eloqua_emailclickthrough.py,2021-10-07 15:29:30.482066,Pass,Successful Run,2021-10-07 15:29:38.481874,7.999808,174,102
eloqua_emailopen.py,2021-10-07 15:29:38.481874,Pass,Successful Run,2021-10-07 15:30:02.996908,24.515034,6067,5888
eloqua_emailsend.py,2021-10-07 15:30:03.012540,Pass,Successful Run,2021-10-07 15:30:51.964518,48.951978,25099,13378
eloqua_formsubmit.py,2021-10-07 15:30:51.980149,Pass,Successful Run,2021-10-07 15:31:01.901780,9.921631,156,111
eloqua_pageview.py,2021-10-07 15:31:01.917409,Pass,Successful Run,2021-10-07 15:31:23.104419,21.18701,1026,1266
eloqua_subscribe.py,2021-10-07 15:31:23.120046,Pass,Successful Run,2021-10-07 15:31:29.026152,5.906106,589,240
eloqua_unsubscribe.py,2021-10-07 15:31:29.041783,Pass,Successful Run,2021-10-07 15:31:34.182292,5.140509,589,240
eloqua_webvisit.py,2021-10-07 15:31:34.229168,Pass,Successful Run,2021-10-07 15:31:41.308404,7.079236,374,302
salesforce_account.py,2021-10-07 15:31:41.728970,Pass,Successful Run,2021-10-07 15:31:45.666372,3.937402,104,19
salesforce_campaign.py,2021-10-07 15:31:45.682000,Pass,Successful Run,2021-10-07 15:31:50.556886,4.874886,231,8
salesforce_campaignmember.py,2021-10-07 15:31:50.572508,Pass,Successful Run,2021-10-07 15:32:30.571571,39.999063,17747,7029
salesforce_case.py,2021-10-07 15:32:30.587199,Pass,Successful Run,2021-10-07 15:32:53.930416,23.343217,10683,665
salesforce_contact.py,2021-10-07 15:32:53.946043,Pass,Successful Run,2021-10-07 15:33:22.195376,28.249333,13937,174
salesforce_event.py,2021-10-07 15:33:22.211002,Pass,Successful Run,2021-10-07 15:33:33.086563,10.875561,495,117
salesforce_lead.py,2021-10-07 15:33:33.086563,Pass,Successful Run,2021-10-07 15:33:38.304185,5.217622,828,14
salesforce_opportunity.py,2021-10-07 15:33:38.319813,Pass,Successful Run,2021-10-07 15:35:26.456615,108.136802,52891,8
salesforce_recordtype.py,2021-10-07 15:35:26.472247,Pass,Successful Run,2021-10-07 15:35:31.097067,4.62482,116,0
salesforce_task.py,2021-10-07 15:35:31.112697,Pass,Successful Run,2021-10-07 15:35:50.783984,19.671287,12411,3083
salesforce_user.py,2021-10-07 15:35:50.815232,Pass,Successful Run,2021-10-07 15:38:50.653670,179.838438,127006,39
