Integration File,Start Date Time,Status,Description,End Date Time,Duration in Seconds,Rows Updated,Rows Created
eloqua_accounts.py,2021-10-21 11:30:00.323188,Pass,Successful Run,2021-10-21 11:30:12.392756,12.069568,6,23
eloqua_bounceback.py,2021-10-21 11:30:12.404757,Pass,Successful Run,2021-10-21 11:30:17.229575,4.824818,0,10
eloqua_contacts.py,2021-10-21 11:30:17.242578,Pass,Successful Run,2021-10-21 11:31:00.766061,43.523483,25068,8424
eloqua_emailclickthrough.py,2021-10-21 11:31:00.819064,Pass,Successful Run,2021-10-21 11:31:07.521851,6.702787,164,275
eloqua_emailopen.py,2021-10-21 11:31:07.535853,Pass,Successful Run,2021-10-21 11:31:32.320105,24.784252,2983,9711
eloqua_emailsend.py,2021-10-21 11:31:32.335114,Pass,Successful Run,2021-10-21 11:32:09.705007,37.369893,7947,25155
eloqua_formsubmit.py,2021-10-21 11:32:09.718009,Pass,Successful Run,2021-10-21 11:32:20.223671,10.505662,79,129
eloqua_pageview.py,2021-10-21 11:32:20.237672,Pass,Successful Run,2021-10-21 11:32:35.880237,15.642565,1624,3411
eloqua_subscribe.py,2021-10-21 11:32:35.891239,Pass,Successful Run,2021-10-21 11:32:46.613902,10.722663,71,6808
eloqua_unsubscribe.py,2021-10-21 11:32:46.625910,Pass,Successful Run,2021-10-21 11:32:51.741757,5.115847,71,6808
eloqua_webvisit.py,2021-10-21 11:32:51.752759,Pass,Successful Run,2021-10-21 11:33:00.933488,9.180729,541,1044
salesforce_account.py,2021-10-21 11:33:01.334454,Pass,Successful Run,2021-10-21 11:33:06.742308,5.407854,102,18
salesforce_campaign.py,2021-10-21 11:33:06.752311,Pass,Successful Run,2021-10-21 11:33:12.454127,5.701816,256,5
salesforce_campaignmember.py,2021-10-21 11:33:12.465129,Pass,Successful Run,2021-10-21 11:33:59.693977,47.228848,10340,25227
salesforce_case.py,2021-10-21 11:33:59.705980,Pass,Successful Run,2021-10-21 11:34:17.148929,17.442949,6637,518
salesforce_contact.py,2021-10-21 11:34:17.160931,Pass,Successful Run,2021-10-21 11:34:47.165813,30.004882,10322,166
salesforce_event.py,2021-10-21 11:34:47.176816,Pass,Successful Run,2021-10-21 11:34:54.910772,7.733956,413,55
salesforce_lead.py,2021-10-21 11:34:54.920774,Pass,Successful Run,2021-10-21 11:35:00.082759,5.161985,1711,121
salesforce_opportunity.py,2021-10-21 11:35:00.092761,Pass,Successful Run,2021-10-21 11:35:08.585685,8.492924,599,15
salesforce_recordtype.py,2021-10-21 11:35:08.594687,Pass,Successful Run,2021-10-21 11:35:12.169673,3.574986,116,0
salesforce_task.py,2021-10-21 11:35:12.179681,Pass,Successful Run,2021-10-21 11:35:31.190479,19.010798,11533,2868
salesforce_user.py,2021-10-21 11:35:31.203439,Pass,Successful Run,2021-10-21 11:37:54.150614,142.947175,127261,46
