BI Procedure,Start Date Time,Status,Description,End Date Time,Duration in Seconds,Rows Count
d_agency.py,2021-11-29 12:49:42.342689,Pass,Successful Run,2021-11-29 12:49:45.205530,2.862841,91
d_customer.py,2021-11-29 12:49:42,Fail,'psycopg2.extensions.cursor' object has no attribute 'commit',2021-11-29 12:49:42,0,0
d_naics.py,2021-11-29 12:50:14.939042,Pass,Successful Run,2021-11-29 12:50:39.334031,24.394989,1276
d_psc.py,2021-11-29 12:50:39.343033,Pass,Successful Run,2021-11-29 12:51:22.124640,42.781607,3122
f_advantage.py,2021-11-29 12:51:22.124640,Pass,Successful Run,2021-11-29 12:51:32.905578,10.780938,3129636
f_budget_authority.py,2021-11-29 12:51:32.905578,Pass,Successful Run,2021-11-29 12:51:37.030462,4.124884,199550
f_budget_outlays.py,2021-11-29 12:51:37.030462,Pass,Successful Run,2021-11-29 12:51:38.164318,1.133856,205250
f_budget_receipts.py,2021-11-29 12:51:38.179319,Pass,Successful Run,2021-11-29 12:51:41.291229,3.11191,12600
f_campaign.py,2021-11-29 12:51:41.301237,Pass,Successful Run,2021-11-29 12:52:01.259652,19.958415,26721134
f_case.py,2021-11-29 12:52:01.267659,Pass,Successful Run,2021-11-29 12:52:12.591971,11.324312,1986005
f_ebuy.py,2021-11-29 12:52:12.607594,Pass,Successful Run,2021-11-29 12:52:21.091705,8.484111,85303
f_eloqua_emailclick.py,2021-11-29 12:52:21.107331,Pass,Successful Run,2021-11-29 12:52:27.435297,6.327966,241891
f_eloqua_emailopen.py,2021-11-29 12:52:27.450924,Pass,Successful Run,2021-11-29 12:52:35.638186,8.187262,4551748
f_eloqua_emailsend.py,2021-11-29 12:52:35.653816,Pass,Successful Run,2021-11-29 12:52:43.622341,7.968525,16943818
f_eloqua_pageview.py,2021-11-29 12:52:43.637968,Pass,Successful Run,2021-11-29 12:52:51.387729,7.749761,3135202
f_eloqua_webvisit.py,2021-11-29 12:52:51.403353,Pass,Successful Run,2021-11-29 12:52:58.309416,6.906063,1062839
f_opportunity.py,2021-11-29 12:52:58.309416,Pass,Successful Run,2021-11-29 12:53:11.497625,13.188209,38807
f_survey.py,2021-11-29 12:53:11.506627,Pass,Successful Run,2021-11-29 12:53:21.702333,10.195706,1283413
s_fpds_obligations.py,2021-11-29 12:53:21.710340,Pass,Successful Run,2021-11-29 12:54:18.713777,57.003437,6989227
