Integration File,Start Date Time,Status,Description,End Date Time,Duration in Seconds,Rows Updated,Rows Created
eloqua_accounts.py,2021-12-06 15:02:25.337605,Pass,Successful Run,2021-12-06 15:02:31.884392,6.546787,121,32
eloqua_bounceback.py,2021-12-06 15:02:31.899400,Pass,Successful Run,2021-12-06 15:02:39.001191,7.101791,0,37
eloqua_contacts.py,2021-12-06 15:02:39.020197,Pass,Successful Run,2021-12-06 15:02:51.506816,12.486619,3491,309
eloqua_emailclickthrough.py,2021-12-06 15:02:51.526822,Pass,Successful Run,2021-12-06 15:03:01.064562,9.53774,1322,322
eloqua_emailopen.py,2021-12-06 15:03:01.077565,Pass,Successful Run,2021-12-06 15:04:18.533315,77.45575,45236,14070
eloqua_emailsend.py,2021-12-06 15:04:18.553319,Pass,Successful Run,2021-12-06 15:06:25.242702,126.689383,89231,34591
eloqua_formsubmit.py,2021-12-06 15:06:25.259701,Pass,Successful Run,2021-12-06 15:06:44.486112,19.226411,2442,403
eloqua_pageview.py,2021-12-06 15:06:44.504119,Pass,Successful Run,2021-12-06 15:07:11.925330,27.421211,14410,3225
eloqua_subscribe.py,2021-12-06 15:07:11.943354,Pass,Successful Run,2021-12-06 15:07:18.049172,6.105818,1135,283
eloqua_unsubscribe.py,2021-12-06 15:07:18.068180,Pass,Successful Run,2021-12-06 15:07:23.163032,5.094852,1135,283
eloqua_webvisit.py,2021-12-06 15:07:23.176039,Pass,Successful Run,2021-12-06 15:08:41.851758,78.675719,4983,1134
salesforce_account.py,2021-12-06 15:08:42.259764,Pass,Successful Run,2021-12-06 15:08:47.218618,4.958854,125,32
salesforce_campaign.py,2021-12-06 15:08:47.232625,Pass,Successful Run,2021-12-06 15:08:51.767469,4.534844,197,24
salesforce_campaignmember.py,2021-12-06 15:08:51.808471,Pass,Successful Run,2021-12-06 15:09:09.937953,18.129482,2878,4894
salesforce_case.py,2021-12-06 15:09:09.949955,Pass,Successful Run,2021-12-06 15:09:32.230328,22.280373,10354,789
salesforce_contact.py,2021-12-06 15:09:32.241331,Pass,Successful Run,2021-12-06 15:09:48.938836,16.697505,5211,190
salesforce_event.py,2021-12-06 15:09:48.952843,Pass,Successful Run,2021-12-06 15:09:59.558513,10.60567,359,130
salesforce_lead.py,2021-12-06 15:09:59.570521,Pass,Successful Run,2021-12-06 15:10:06.768317,7.197796,1766,72
salesforce_opportunity.py,2021-12-06 15:10:06.780322,Pass,Successful Run,2021-12-06 15:10:16.128061,9.347739,696,38
salesforce_recordtype.py,2021-12-06 15:10:16.149069,Pass,Successful Run,2021-12-06 15:10:20.177945,4.028876,117,1
salesforce_task.py,2021-12-06 15:10:20.189952,Pass,Successful Run,2021-12-06 15:10:43.466951,23.276999,13592,4040
salesforce_user.py,2021-12-06 15:10:43.479956,Pass,Successful Run,2021-12-06 15:13:04.753608,141.273652,124066,49
