Integration File,Start Date Time,Status,Description,End Date Time,Duration in Seconds,Rows Updated,Rows Created
eloqua_accounts.py,2021-09-30 16:29:18.795302,Pass,Successful Run,2021-09-30 16:29:25.508090,6.712788,23,20
eloqua_bounceback.py,2021-09-30 16:29:25.526091,Pass,Successful Run,2021-09-30 16:29:30.466842,4.940751,0,65
eloqua_contacts.py,2021-09-30 16:29:30.482467,Pass,Successful Run,2021-09-30 16:29:39.669607,9.18714,440,446
eloqua_emailclickthrough.py,2021-09-30 16:29:39.669607,Pass,Successful Run,2021-09-30 16:29:45.716273,6.046666,0,306
eloqua_emailopen.py,2021-09-30 16:29:45.731897,Pass,Successful Run,2021-09-30 16:30:16.887052,31.155155,0,21244
eloqua_emailsend.py,2021-09-30 16:30:16.902677,Pass,Successful Run,2021-09-30 16:31:33.708455,76.805778,0,66642
eloqua_formsubmit.py,2021-09-30 16:31:33.721462,Pass,Successful Run,2021-09-30 16:31:42.852759,9.131297,0,285
eloqua_pageview.py,2021-09-30 16:31:42.852759,Pass,Successful Run,2021-09-30 16:31:52.961782,10.109023,0,2223
eloqua_subscribe.py,2021-09-30 16:31:52.977407,Pass,Successful Run,2021-09-30 16:31:58.430360,5.452953,0,309
eloqua_unsubscribe.py,2021-09-30 16:31:58.445984,Pass,Successful Run,2021-09-30 16:32:03.477063,5.031079,0,309
eloqua_webvisit.py,2021-09-30 16:32:03.508308,Pass,Successful Run,2021-09-30 16:32:09.617472,6.109164,0,692
salesforce_account.py,2021-09-30 16:32:09.987602,Pass,Successful Run,2021-09-30 16:32:14.836002,4.8484,164,20
salesforce_campaign.py,2021-09-30 16:32:14.851628,Pass,Successful Run,2021-09-30 16:32:19.726451,4.874823,201,31
salesforce_campaignmember.py,2021-09-30 16:32:19.757700,Pass,Successful Run,2021-09-30 16:33:25.989882,66.232182,3820,55009
salesforce_case.py,2021-09-30 16:33:26.005512,Pass,Successful Run,2021-09-30 16:33:44.927195,18.921683,8588,1543
salesforce_contact.py,2021-09-30 16:33:44.942820,Pass,Successful Run,2021-09-30 16:34:05.255103,20.312283,11667,356
salesforce_event.py,2021-09-30 16:34:05.270728,Pass,Successful Run,2021-09-30 16:34:18.567406,13.296678,270,335
salesforce_lead.py,2021-09-30 16:34:18.583028,Pass,Successful Run,2021-09-30 16:34:23.879787,5.296759,949,122
salesforce_opportunity.py,2021-09-30 16:34:23.879787,Pass,Successful Run,2021-09-30 16:34:34.098383,10.218596,1434,37
salesforce_recordtype.py,2021-09-30 16:34:34.098383,Pass,Successful Run,2021-09-30 16:34:39.348309,5.249926,116,0
salesforce_task.py,2021-09-30 16:34:39.363932,Pass,Successful Run,2021-09-30 16:35:01.957301,22.593369,9813,7676
salesforce_user.py,2021-09-30 16:35:01.972925,Pass,Successful Run,2021-09-30 16:37:05.658961,123.686036,127326,86
