Integration File,Start Date Time,Status,Description,End Date Time,Duration in Seconds,Rows Updated,Rows Created
eloqua_accounts.py,2021-10-28 09:50:18.078196,Pass,Successful Run,2021-10-28 09:50:24.242985,6.164789,0,30
eloqua_bounceback.py,2021-10-28 09:50:24.259991,Pass,Successful Run,2021-10-28 09:50:29.692853,5.432862,0,8
eloqua_contacts.py,2021-10-28 09:50:29.694859,Pass,Successful Run,2021-10-28 09:50:40.716545,11.021686,521,343
eloqua_emailclickthrough.py,2021-10-28 09:50:40.728550,Pass,Successful Run,2021-10-28 09:50:47.690345,6.961795,0,162
eloqua_emailopen.py,2021-10-28 09:50:47.707352,Pass,Successful Run,2021-10-28 09:51:06.134845,18.427493,0,6327
eloqua_emailsend.py,2021-10-28 09:51:06.146810,Pass,Successful Run,2021-10-28 09:51:23.620335,17.473525,0,11137
eloqua_formsubmit.py,2021-10-28 09:51:23.633341,Pass,Successful Run,2021-10-28 09:51:33.690056,10.056715,0,463
eloqua_pageview.py,2021-10-28 09:51:33.692059,Pass,Successful Run,2021-10-28 09:51:46.978691,13.286632,0,4621
eloqua_subscribe.py,2021-10-28 09:51:46.990698,Pass,Successful Run,2021-10-28 09:51:51.930551,4.939853,0,302
eloqua_unsubscribe.py,2021-10-28 09:51:51.942559,Pass,Successful Run,2021-10-28 09:51:56.432406,4.489847,0,302
eloqua_webvisit.py,2021-10-28 09:51:56.443410,Pass,Successful Run,2021-10-28 09:52:03.617206,7.173796,0,1434
salesforce_account.py,2021-10-28 09:52:03.962215,Pass,Successful Run,2021-10-28 09:52:07.993100,4.030885,52,51
salesforce_campaign.py,2021-10-28 09:52:08.006103,Pass,Successful Run,2021-10-28 09:52:11.778986,3.772883,175,19
salesforce_campaignmember.py,2021-10-28 09:52:11.788993,Pass,Successful Run,2021-10-28 09:52:44.261049,32.472056,5226,12492
salesforce_case.py,2021-10-28 09:52:44.263058,Pass,Successful Run,2021-10-28 09:52:59.369632,15.106574,5626,1618
salesforce_contact.py,2021-10-28 09:52:59.383632,Pass,Successful Run,2021-10-28 09:53:22.523988,23.140356,8241,439
salesforce_event.py,2021-10-28 09:53:22.537987,Pass,Successful Run,2021-10-28 09:53:33.362671,10.824684,172,197
salesforce_lead.py,2021-10-28 09:53:33.373680,Pass,Successful Run,2021-10-28 09:53:39.051543,5.677863,630,213
salesforce_opportunity.py,2021-10-28 09:53:39.062547,Pass,Successful Run,2021-10-28 09:53:47.582287,8.51974,534,42
salesforce_recordtype.py,2021-10-28 09:53:47.593284,Pass,Successful Run,2021-10-28 09:53:53.246106,5.652822,116,0
salesforce_task.py,2021-10-28 09:53:53.256114,Pass,Successful Run,2021-10-28 09:54:11.437604,18.18149,4473,7744
salesforce_user.py,2021-10-28 09:54:11.447611,Pass,Successful Run,2021-10-28 09:56:48.542799,157.095188,127427,122
