Integration File,Start Date Time,Status,Description,End Date Time,Duration in Seconds,Rows Updated,Rows Created
eloqua_accounts.py,2021-09-27 10:12:34,Fail,'items',2021-09-27 10:12:34,0,0,0
eloqua_bounceback.py,2021-09-27 10:12:42.081324,Pass,Successful Run,2021-09-27 10:12:50.862359,8.781035,0,11
eloqua_contacts.py,2021-09-27 10:12:50.877990,Pass,Successful Run,2021-09-27 10:13:09.955666,19.077676,77,209
eloqua_emailclickthrough.py,2021-09-27 10:13:09.971896,Pass,Successful Run,2021-09-27 10:13:16.164750,6.192854,0,22
eloqua_emailopen.py,2021-09-27 10:13:16.698721,Pass,Successful Run,2021-09-27 10:13:30.173972,13.475251,0,1383
eloqua_emailsend.py,2021-09-27 10:13:30.220849,Pass,Successful Run,2021-09-27 10:13:46.966025,16.745176,0,3758
eloqua_formsubmit.py,2021-09-27 10:13:46.977027,Pass,Successful Run,2021-09-27 10:13:55.439027,8.462,0,36
eloqua_pageview.py,2021-09-27 10:13:55.454659,Pass,Successful Run,2021-09-27 10:14:02.720081,7.265422,0,141
eloqua_subscribe.py,2021-09-27 10:14:02.720081,Pass,Successful Run,2021-09-27 10:14:09.141830,6.421749,0,43
eloqua_unsubscribe.py,2021-09-27 10:14:09.157454,Pass,Successful Run,2021-09-27 10:14:17.422896,8.265442,0,43
eloqua_webvisit.py,2021-09-27 10:14:17.438524,Pass,Successful Run,2021-09-27 10:14:24.032104,6.59358,0,53
salesforce_account.py,2021-09-27 10:14:24.485244,Pass,Successful Run,2021-09-27 10:14:31.172577,6.687333,252,6
salesforce_campaign.py,2021-09-27 10:14:31.172577,Pass,Successful Run,2021-09-27 10:14:37.241860,6.069283,259,2
salesforce_campaignmember.py,2021-09-27 10:14:37.244029,Pass,Successful Run,2021-09-27 10:14:46.656617,9.412588,81,2320
salesforce_case.py,2021-09-27 10:14:46.672241,Pass,Successful Run,2021-09-27 10:15:10.624819,23.952578,9387,529
salesforce_contact.py,2021-09-27 10:15:10.624819,Pass,Successful Run,2021-09-27 10:15:29.452503,18.827684,9935,109
salesforce_event.py,2021-09-27 10:15:29.468129,Pass,Successful Run,2021-09-27 10:15:41.983446,12.515317,310,12
salesforce_lead.py,2021-09-27 10:15:42.092822,Pass,Successful Run,2021-09-27 10:15:47.452092,5.35927,704,19
salesforce_opportunity.py,2021-09-27 10:15:47.467716,Pass,Successful Run,2021-09-27 10:15:55.170655,7.702939,1153,4
salesforce_recordtype.py,2021-09-27 10:15:55.186282,Pass,Successful Run,2021-09-27 10:15:58.602976,3.416694,116,0
salesforce_task.py,2021-09-27 10:15:58.614983,Pass,Successful Run,2021-09-27 10:16:27.357422,28.742439,13398,2048
salesforce_user.py,2021-09-27 10:16:27.373051,Pass,Successful Run,2021-09-27 10:18:51.369709,143.996658,117163,25
