Integration File,Start Date Time,Status,Description,End Date Time,Duration in Seconds,Rows Updated,Rows Created
eloqua_accounts.py,2021-12-15 12:49:30.910283,Pass,Successful Run,2021-12-15 12:49:40.162237,9.251954,32,143
eloqua_bounceback.py,2021-12-15 12:49:40.181239,Pass,Successful Run,2021-12-15 12:49:47.930191,7.748952,0,414
eloqua_contacts.py,2021-12-15 12:49:47.944193,Pass,Successful Run,2021-12-15 12:50:07.784085,19.839892,7714,1378
eloqua_emailclickthrough.py,2021-12-15 12:50:07.796086,Pass,Successful Run,2021-12-15 12:50:19.647038,11.850952,332,1958
eloqua_emailopen.py,2021-12-15 12:50:19.665039,Pass,Successful Run,2021-12-15 12:52:06.736787,107.071748,11536,78024
eloqua_emailsend.py,2021-12-15 12:52:06.751790,Pass,Successful Run,2021-12-15 12:57:18.438691,311.686901,23544,300573
eloqua_formsubmit.py,2021-12-15 12:57:18.452695,Pass,Successful Run,2021-12-15 12:57:35.327521,16.874826,401,1638
eloqua_pageview.py,2021-12-15 12:57:35.339528,Pass,Successful Run,2021-12-15 12:58:25.032024,49.692496,2018,16373
eloqua_subscribe.py,2021-12-15 12:58:25.045025,Pass,Successful Run,2021-12-15 12:58:30.742978,5.697953,133,1121
eloqua_unsubscribe.py,2021-12-15 12:58:30.754980,Pass,Successful Run,2021-12-15 12:58:36.229917,5.474937,133,1121
eloqua_webvisit.py,2021-12-15 12:58:36.242919,Pass,Successful Run,2021-12-15 12:59:57.234068,80.991149,856,5994
salesforce_account.py,2021-12-15 12:59:57.652111,Pass,Successful Run,2021-12-15 13:00:08.486005,10.833894,234,108
salesforce_campaign.py,2021-12-15 13:00:08.496008,Pass,Successful Run,2021-12-15 13:00:13.570953,5.074945,172,52
salesforce_campaignmember.py,2021-12-15 13:00:13.580955,Pass,Successful Run,2021-12-15 13:01:35.455815,81.87486,7480,70737
salesforce_case.py,2021-12-15 13:01:35.466818,Pass,Successful Run,2021-12-15 13:01:55.724527,20.257709,4491,2690
salesforce_contact.py,2021-12-15 13:01:55.736529,Pass,Successful Run,2021-12-15 13:02:41.729783,45.993254,19861,688
salesforce_event.py,2021-12-15 13:02:41.746782,Pass,Successful Run,2021-12-15 13:02:52.877653,11.130871,139,263
salesforce_lead.py,2021-12-15 13:02:52.888655,Pass,Successful Run,2021-12-15 13:02:59.477599,6.588944,1984,831
salesforce_opportunity.py,2021-12-15 13:02:59.487601,Pass,Successful Run,2021-12-15 13:03:07.705520,8.217919,476,78
salesforce_recordtype.py,2021-12-15 13:03:07.715523,Pass,Successful Run,2021-12-15 13:03:11.677480,3.961957,118,0
salesforce_task.py,2021-12-15 13:03:11.687483,Pass,Successful Run,2021-12-15 13:03:43.222154,31.534671,1840,21702
salesforce_user.py,2021-12-15 13:03:43.233156,Pass,Successful Run,2021-12-15 13:05:54.723845,131.490689,128337,217
